program_name_and_version,EnergyPlus 9.4.0
Hourly FF Temperatures January 4th - Case 900FF 16,9.9
Hourly FF Temperatures January 4th - Case 900FF 17,8.4
Hourly FF Temperatures January 4th - Case 900FF 18,6.9
Hourly FF Temperatures January 4th - Case 900FF 19,5.9
Hourly FF Temperatures January 4th - Case 900FF 20,5.2
Hourly FF Temperatures January 4th - Case 900FF 21,4.5
Hourly FF Temperatures January 4th - Case 900FF 22,3.9
Hourly FF Temperatures January 4th - Case 900FF 23,3.4
Hourly FF Temperatures January 4th - Case 900FF 24,2.9
Hourly FF Temperatures July 27 - Case 650FF 1,22.9
Hourly FF Temperatures July 27 - Case 650FF 2,21.3
Hourly FF Temperatures July 27 - Case 650FF 3,20.4
Hourly FF Temperatures July 27 - Case 650FF 4,19.5
Hourly FF Temperatures July 27 - Case 650FF 5,19.0
Hourly FF Temperatures July 27 - Case 650FF 6,19.3
Hourly FF Temperatures July 27 - Case 650FF 7,21.4
Hourly FF Temperatures July 27 - Case 650FF 8,23.8
Hourly FF Temperatures July 27 - Case 650FF 9,26.6
Hourly FF Temperatures July 27 - Case 650FF 10,31.2
Hourly FF Temperatures July 27 - Case 650FF 11,35.4
Hourly FF Temperatures July 27 - Case 650FF 12,40.7
Hourly FF Temperatures July 27 - Case 650FF 13,45.3
Hourly FF Temperatures July 27 - Case 650FF 14,48.5
Hourly FF Temperatures July 27 - Case 650FF 15,50.5
Hourly FF Temperatures July 27 - Case 650FF 16,50.9
Hourly FF Temperatures July 27 - Case 650FF 17,50.4
Hourly FF Temperatures July 27 - Case 650FF 18,49.3
Hourly FF Temperatures July 27 - Case 650FF 19,35.7
Hourly FF Temperatures July 27 - Case 650FF 20,32.1
Hourly FF Temperatures July 27 - Case 650FF 21,29.5
Hourly FF Temperatures July 27 - Case 650FF 22,27.3
Hourly FF Temperatures July 27 - Case 650FF 23,25.9
Hourly FF Temperatures July 27 - Case 650FF 24,24.5
Hourly FF Temperatures July 27 - Case 950FF 1,24.6
Hourly FF Temperatures July 27 - Case 950FF 2,23.7
Hourly FF Temperatures July 27 - Case 950FF 3,23.1
Hourly FF Temperatures July 27 - Case 950FF 4,22.4
Hourly FF Temperatures July 27 - Case 950FF 5,22.0
Hourly FF Temperatures July 27 - Case 950FF 6,22.2
Hourly FF Temperatures July 27 - Case 950FF 7,23.6
Hourly FF Temperatures July 27 - Case 950FF 8,26.9
Hourly FF Temperatures July 27 - Case 950FF 9,28.8
Hourly FF Temperatures July 27 - Case 950FF 10,30.1
Hourly FF Temperatures July 27 - Case 950FF 11,31.3
Hourly FF Temperatures July 27 - Case 950FF 12,32.4
Hourly FF Temperatures July 27 - Case 950FF 13,33.4
Hourly FF Temperatures July 27 - Case 950FF 14,34.1
Hourly FF Temperatures July 27 - Case 950FF 15,34.4
Hourly FF Temperatures July 27 - Case 950FF 16,34.5
Hourly FF Temperatures July 27 - Case 950FF 17,34.5
Hourly FF Temperatures July 27 - Case 950FF 18,34.4
Hourly FF Temperatures July 27 - Case 950FF 19,30.5
Hourly FF Temperatures July 27 - Case 950FF 20,29.4
Hourly FF Temperatures July 27 - Case 950FF 21,28.6
Hourly FF Temperatures July 27 - Case 950FF 22,27.5
Hourly FF Temperatures July 27 - Case 950FF 23,26.9
Hourly FF Temperatures July 27 - Case 950FF 24,26.1
Hourly Heating and Cooling Load 0104 - Case 600 1,3.57
Hourly Heating and Cooling Load 0104 - Case 600 2,3.69
Hourly Heating and Cooling Load 0104 - Case 600 3,3.73
Hourly Heating and Cooling Load 0104 - Case 600 4,3.74
Hourly Heating and Cooling Load 0104 - Case 600 5,3.75
Hourly Heating and Cooling Load 0104 - Case 600 6,3.75
Hourly Heating and Cooling Load 0104 - Case 600 7,3.75
Hourly Heating and Cooling Load 0104 - Case 600 8,3.45
Hourly Heating and Cooling Load 0104 - Case 600 9,2.06
Hourly Heating and Cooling Load 0104 - Case 600 10,0.58
Hourly Heating and Cooling Load 0104 - Case 600 11,-0.08
Hourly Heating and Cooling Load 0104 - Case 600 12,-1.97
Hourly Heating and Cooling Load 0104 - Case 600 13,-3.36
Hourly Heating and Cooling Load 0104 - Case 600 14,-3.62
Hourly Heating and Cooling Load 0104 - Case 600 15,-2.97
Hourly Heating and Cooling Load 0104 - Case 600 16,-1.47
Hourly Heating and Cooling Load 0104 - Case 600 17,-0.02
Hourly Heating and Cooling Load 0104 - Case 600 18,0.42
Hourly Heating and Cooling Load 0104 - Case 600 19,1.83
Hourly Heating and Cooling Load 0104 - Case 600 20,2.57
Hourly Heating and Cooling Load 0104 - Case 600 21,2.98
Hourly Heating and Cooling Load 0104 - Case 600 22,3.19
Hourly Heating and Cooling Load 0104 - Case 600 23,3.25
Hourly Heating and Cooling Load 0104 - Case 600 24,3.26
Hourly Heating and Cooling Load 0104 - Case 900 1,2.69
Hourly Heating and Cooling Load 0104 - Case 900 2,2.83
Hourly Heating and Cooling Load 0104 - Case 900 3,2.9
Hourly Heating and Cooling Load 0104 - Case 900 4,2.98
Hourly Heating and Cooling Load 0104 - Case 900 5,3.06
Hourly Heating and Cooling Load 0104 - Case 900 6,3.12
Hourly Heating and Cooling Load 0104 - Case 900 7,3.17
Hourly Heating and Cooling Load 0104 - Case 900 8,3.06
Hourly Heating and Cooling Load 0104 - Case 900 9,2.44
Hourly Heating and Cooling Load 0104 - Case 900 10,1.77
Hourly Heating and Cooling Load 0104 - Case 900 11,0.99
Hourly Heating and Cooling Load 0104 - Case 900 12,0.27
Hourly Heating and Cooling Load 0104 - Case 900 13,0.0
Hourly Heating and Cooling Load 0104 - Case 900 14,0.0
Hourly Heating and Cooling Load 0104 - Case 900 15,0.0
Hourly Heating and Cooling Load 0104 - Case 900 16,0.0
Hourly Heating and Cooling Load 0104 - Case 900 17,0.12
Hourly Heating and Cooling Load 0104 - Case 900 18,0.61
Hourly Heating and Cooling Load 0104 - Case 900 19,0.98
Hourly Heating and Cooling Load 0104 - Case 900 20,1.22
Hourly Heating and Cooling Load 0104 - Case 900 21,1.45
Hourly Heating and Cooling Load 0104 - Case 900 22,1.64
Hourly Heating and Cooling Load 0104 - Case 900 23,1.75
Hourly Heating and Cooling Load 0104 - Case 900 24,1.85
Hourly Annual Zone Temperature Bin Data - Case 900FF -19,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -18,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -17,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -16,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -15,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -14,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -13,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -12,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -11,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -10,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -9,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -8,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -7,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -6,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -5,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -4,2.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -3,5.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -2,5.0
Hourly Annual Zone Temperature Bin Data - Case 900FF -1,8.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 0,14.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 1,13.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 2,20.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 3,16.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 4,20.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 5,23.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 6,31.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 7,29.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 8,45.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 9,52.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 10,63.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 11,98.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 12,116.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 13,141.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 14,165.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 15,185.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 16,229.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 17,269.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 18,324.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 19,327.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 20,374.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 21,379.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 22,399.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 23,369.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 24,412.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 25,407.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 26,467.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 27,432.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 28,444.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 29,450.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 30,405.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 31,358.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 32,337.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 33,318.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 34,252.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 35,198.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 36,189.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 37,133.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 38,106.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 39,72.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 40,40.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 41,16.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 42,3.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 43,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 44,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 45,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 46,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 47,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 48,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 49,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 50,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 51,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 52,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 53,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 54,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 55,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 56,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 57,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 58,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 59,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 60,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 61,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 62,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 63,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 64,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 65,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 66,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 67,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 68,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 69,0.0
Hourly Annual Zone Temperature Bin Data - Case 900FF 70,0.0
